"industry","gender","condition","age","time_code","volume","ratio"
"全産業","男","完全失業者","55～59歳","2007-08",160000,3.3
"全産業","男","完全失業者","55～59歳","2007-09",180000,3.8
"全産業","男","完全失業者","55～59歳","2007-10",170000,3.6
"全産業","男","完全失業者","55～59歳","2007-11",180000,3.8
"全産業","男","完全失業者","55～59歳","2007-12",170000,3.6
"全産業","男","完全失業者","55～59歳","2008-01",170000,3.6
"全産業","男","完全失業者","55～59歳","2008-02",170000,3.6
"全産業","男","完全失業者","55～59歳","2008-03",140000,3.1
"全産業","男","完全失業者","55～59歳","2008-04",150000,3.3
"全産業","男","完全失業者","55～59歳","2008-05",170000,3.7
"全産業","男","完全失業者","55～59歳","2008-06",160000,3.5
"全産業","男","完全失業者","55～59歳","2008-07",170000,3.7
"全産業","男","完全失業者","55～59歳","2008-08",170000,3.8
"全産業","男","完全失業者","55～59歳","2008-09",170000,3.8
"全産業","男","完全失業者","55～59歳","2008-10",150000,3.3
"全産業","男","完全失業者","55～59歳","2008-11",170000,3.8
"全産業","男","完全失業者","55～59歳","2008-12",190000,4.3
"全産業","男","完全失業者","55～59歳","2009-01",150000,3.4
"全産業","男","完全失業者","55～59歳","2009-02",180000,4.1
"全産業","男","完全失業者","55～59歳","2009-03",200000,4.6
"全産業","男","完全失業者","55～59歳","2009-04",230000,5.3
"全産業","男","完全失業者","55～59歳","2009-05",230000,5.4
"全産業","男","完全失業者","55～59歳","2009-06",220000,5.2
"全産業","男","完全失業者","55～59歳","2009-07",190000,4.5
"全産業","男","完全失業者","55～59歳","2009-08",220000,5.3
"全産業","男","完全失業者","55～59歳","2009-09",210000,5
"全産業","男","完全失業者","55～59歳","2009-10",200000,4.8
"全産業","男","完全失業者","55～59歳","2009-11",230000,5.6
"全産業","男","完全失業者","55～59歳","2009-12",210000,5.1
"全産業","男","完全失業者","55～59歳","2010-01",180000,4.4
"全産業","男","完全失業者","55～59歳","2010-02",190000,4.7
"全産業","男","完全失業者","55～59歳","2010-03",210000,5.1
"全産業","男","完全失業者","55～59歳","2010-04",220000,5.4
"全産業","男","完全失業者","55～59歳","2010-05",220000,5.4
"全産業","男","完全失業者","55～59歳","2010-06",200000,5
"全産業","男","完全失業者","55～59歳","2010-07",190000,4.8
"全産業","男","完全失業者","55～59歳","2010-08",200000,5.1
"全産業","男","完全失業者","55～59歳","2010-09",220000,5.6
"全産業","男","完全失業者","55～59歳","2010-10",220000,5.6
"全産業","男","完全失業者","55～59歳","2010-11",200000,5.1
"全産業","男","完全失業者","55～59歳","2010-12",200000,5.1
"全産業","男","完全失業者","55～59歳","2011-01",180000,4.6
"全産業","男","完全失業者","55～59歳","2011-02",140000,3.6
"全産業","男","完全失業者","55～59歳","2011-03",NA,NA
"全産業","男","完全失業者","55～59歳","2011-04",NA,NA
"全産業","男","完全失業者","55～59歳","2011-05",NA,NA
"全産業","男","完全失業者","55～59歳","2011-06",NA,NA
"全産業","男","完全失業者","55～59歳","2011-07",NA,NA
"全産業","男","完全失業者","55～59歳","2011-08",NA,NA
"全産業","男","完全失業者","55～59歳","2011-09",160000,4.3
"全産業","男","完全失業者","55～59歳","2011-10",170000,4.5
"全産業","男","完全失業者","55～59歳","2011-11",160000,4.2
"全産業","男","完全失業者","55～59歳","2011-12",160000,4.2
"全産業","男","完全失業者","55～59歳","2012-01",180000,4.8
"全産業","男","完全失業者","55～59歳","2012-02",180000,4.8
"全産業","男","完全失業者","55～59歳","2012-03",180000,4.9
"全産業","男","完全失業者","55～59歳","2012-04",170000,4.6
"全産業","男","完全失業者","55～59歳","2012-05",130000,3.5
"全産業","男","完全失業者","55～59歳","2012-06",130000,3.5
"全産業","男","完全失業者","55～59歳","2012-07",130000,3.6
"全産業","男","完全失業者","55～59歳","2012-08",130000,3.6
"全産業","男","完全失業者","55～59歳","2012-09",130000,3.6
"全産業","男","完全失業者","55～59歳","2012-10",120000,3.3
"全産業","男","完全失業者","55～59歳","2012-11",140000,3.9
"全産業","男","完全失業者","55～59歳","2012-12",170000,4.7
"全産業","男","完全失業者","55～59歳","2013-01",160000,4.4
"全産業","男","完全失業者","55～59歳","2013-02",120000,3.3
"全産業","男","完全失業者","55～59歳","2013-03",130000,3.6
"全産業","男","完全失業者","55～59歳","2013-04",120000,3.4
"全産業","男","完全失業者","55～59歳","2013-05",150000,4.2
"全産業","男","完全失業者","55～59歳","2013-06",150000,4.2
"全産業","男","完全失業者","55～59歳","2013-07",170000,4.7
"全産業","男","完全失業者","55～59歳","2013-08",160000,4.5
"全産業","男","完全失業者","55～59歳","2013-09",140000,3.9
"全産業","男","完全失業者","55～59歳","2013-10",140000,3.9
"全産業","男","完全失業者","55～59歳","2013-11",130000,3.7
"全産業","男","完全失業者","55～59歳","2013-12",90000,2.5
"全産業","男","完全失業者","55～59歳","2014-01",110000,3.1
"全産業","男","完全失業者","55～59歳","2014-02",110000,3.1
"全産業","男","完全失業者","55～59歳","2014-03",100000,2.8
"全産業","男","完全失業者","55～59歳","2014-04",120000,3.4
"全産業","男","完全失業者","55～59歳","2014-05",130000,3.7
"全産業","男","完全失業者","55～59歳","2014-06",130000,3.7
"全産業","男","完全失業者","55～59歳","2014-07",130000,3.7
"全産業","男","完全失業者","55～59歳","2014-08",130000,3.7
"全産業","男","完全失業者","55～59歳","2014-09",110000,3.1
"全産業","男","完全失業者","55～59歳","2014-10",100000,2.8
"全産業","男","完全失業者","55～59歳","2014-11",100000,2.8
"全産業","男","完全失業者","55～59歳","2014-12",120000,3.4
"全産業","男","完全失業者","55～59歳","2015-01",130000,3.7
"全産業","男","完全失業者","55～59歳","2015-02",110000,3.1
"全産業","男","完全失業者","55～59歳","2015-03",110000,3.1
"全産業","男","完全失業者","55～59歳","2015-04",130000,3.7
"全産業","男","完全失業者","55～59歳","2015-05",110000,3.2
"全産業","男","完全失業者","55～59歳","2015-06",90000,2.6
"全産業","男","完全失業者","55～59歳","2015-07",90000,2.5
"全産業","男","完全失業者","55～59歳","2015-08",110000,3.1
"全産業","男","完全失業者","55～59歳","2015-09",90000,2.6
"全産業","男","完全失業者","55～59歳","2015-10",100000,2.9
"全産業","男","完全失業者","55～59歳","2015-11",100000,2.9
"全産業","男","完全失業者","55～59歳","2015-12",110000,3.2
"全産業","男","完全失業者","55～59歳","2016-01",110000,3.1
"全産業","男","完全失業者","55～59歳","2016-02",100000,2.9
"全産業","男","完全失業者","55～59歳","2016-03",120000,3.4
"全産業","男","完全失業者","55～59歳","2016-04",120000,3.5
"全産業","男","完全失業者","55～59歳","2016-05",80000,2.3
"全産業","男","完全失業者","55～59歳","2016-06",90000,2.6
"全産業","男","完全失業者","55～59歳","2016-07",110000,3.2
"全産業","男","完全失業者","55～59歳","2016-08",90000,2.6
"全産業","男","完全失業者","55～59歳","2016-09",70000,2
"全産業","男","完全失業者","55～59歳","2016-10",80000,2.3
"全産業","男","完全失業者","55～59歳","2016-11",90000,2.6
"全産業","男","完全失業者","55～59歳","2016-12",110000,3.2
"全産業","男","完全失業者","55～59歳","2017-01",110000,3.1
"全産業","男","完全失業者","55～59歳","2017-02",90000,2.6
"全産業","男","完全失業者","55～59歳","2017-03",100000,2.8
"全産業","男","完全失業者","55～59歳","2017-04",90000,2.6
"全産業","男","完全失業者","55～59歳","2017-05",100000,2.8
"全産業","男","完全失業者","55～59歳","2017-06",100000,2.8
"全産業","男","完全失業者","55～59歳","2017-07",90000,2.5
"全産業","男","完全失業者","55～59歳","2017-08",80000,2.3
"全産業","男","完全失業者","55～59歳","2017-09",90000,2.5
"全産業","男","完全失業者","55～59歳","2017-10",100000,2.8
"全産業","男","完全失業者","55～59歳","2017-11",80000,2.2
"全産業","男","完全失業者","55～59歳","2017-12",90000,2.5
"全産業","男","完全失業者","55～59歳","2018-01",80000,2.3
"全産業","男","完全失業者","55～59歳","2018-02",80000,2.3
"全産業","男","完全失業者","55～59歳","2018-03",80000,2.2
"全産業","男","完全失業者","55～59歳","2018-04",90000,2.5
"全産業","男","完全失業者","55～59歳","2018-05",50000,1.4
"全産業","男","完全失業者","55～59歳","2018-06",70000,2
"全産業","男","完全失業者","55～59歳","2018-07",100000,2.8
"全産業","男","完全失業者","55～59歳","2018-08",80000,2.2
"全産業","男","完全失業者","55～59歳","2018-09",70000,2
"全産業","男","完全失業者","55～59歳","2018-10",100000,2.8
"全産業","男","完全失業者","55～59歳","2018-11",80000,2.2
"全産業","男","完全失業者","55～59歳","2018-12",80000,2.2
"全産業","男","完全失業者","55～59歳","2019-01",80000,2.3
"全産業","男","完全失業者","55～59歳","2019-02",70000,2
"全産業","男","完全失業者","55～59歳","2019-03",70000,2
"全産業","男","完全失業者","55～59歳","2019-04",70000,2
"全産業","男","完全失業者","55～59歳","2019-05",70000,2
"全産業","男","完全失業者","55～59歳","2019-06",70000,2
"全産業","男","完全失業者","55～59歳","2019-07",70000,2
"全産業","男","完全失業者","55～59歳","2019-08",80000,2.2
"全産業","男","完全失業者","55～59歳","2019-09",90000,2.5
"全産業","男","完全失業者","55～59歳","2019-10",80000,2.2
"全産業","男","完全失業者","55～59歳","2019-11",70000,1.9
"全産業","男","完全失業者","55～59歳","2019-12",60000,1.7
"全産業","男","完全失業者","55～59歳","2020-01",70000,1.9
"全産業","男","完全失業者","55～59歳","2020-02",80000,2.2
"全産業","男","完全失業者","55～59歳","2020-03",90000,2.4
"全産業","男","完全失業者","55～59歳","2020-04",70000,1.9
"全産業","男","完全失業者","55～59歳","2020-05",80000,2.2
"全産業","男","完全失業者","55～59歳","2020-06",80000,2.2
"全産業","男","完全失業者","55～59歳","2020-07",90000,2.5
"全産業","男","完全失業者","55～59歳","2020-08",80000,2.2
"全産業","男","完全失業者","55～59歳","2020-09",100000,2.7
"全産業","男","完全失業者","55～59歳","2020-10",130000,3.5
"全産業","男","完全失業者","55～59歳","2020-11",120000,3.2
"全産業","男","完全失業者","55～59歳","2020-12",100000,2.7
"全産業","男","完全失業者","55～59歳","2021-01",90000,2.4
"全産業","男","完全失業者","55～59歳","2021-02",90000,2.4
"全産業","男","完全失業者","55～59歳","2021-03",110000,3
"全産業","男","完全失業者","55～59歳","2021-04",110000,3
"全産業","男","完全失業者","55～59歳","2021-05",100000,2.7
"全産業","男","完全失業者","55～59歳","2021-06",100000,2.7
"全産業","男","完全失業者","55～59歳","2021-07",100000,2.7
"全産業","男","完全失業者","55～59歳","2021-08",90000,2.2
"全産業","男","完全失業者","55～59歳","2021-09",100000,2.7
"全産業","男","完全失業者","55～59歳","2021-10",100000,2.8
"全産業","男","完全失業者","55～59歳","2021-11",100000,2.8
"全産業","男","完全失業者","55～59歳","2021-12",90000,2.5
"全産業","男","完全失業者","55～59歳","2022-01",100000,2.7
"全産業","男","完全失業者","55～59歳","2022-02",100000,2.7
"全産業","男","完全失業者","55～59歳","2022-03",110000,3
"全産業","男","完全失業者","55～59歳","2022-04",70000,1.9
"全産業","男","完全失業者","55～59歳","2022-05",90000,2.4
"全産業","男","完全失業者","55～59歳","2022-06",70000,1.9
"全産業","男","完全失業者","55～59歳","2022-07",80000,2.1
"全産業","男","完全失業者","55～59歳","2022-08",110000,2.9
"全産業","男","完全失業者","55～59歳","2022-09",100000,2.6
"全産業","男","完全失業者","55～59歳","2022-10",90000,2.4
"全産業","男","完全失業者","55～59歳","2022-11",80000,2.1
"全産業","男","完全失業者","55～59歳","2022-12",90000,2.4
"全産業","男","完全失業者","55～59歳","2023-01",90000,2.4
"全産業","男","完全失業者","55～59歳","2023-02",90000,2.3
"全産業","男","完全失業者","55～59歳","2023-03",120000,3.1
"全産業","男","完全失業者","55～59歳","2023-04",90000,2.4
"全産業","男","完全失業者","55～59歳","2023-05",90000,2.3
"全産業","男","完全失業者","55～59歳","2023-06",90000,2.3
"全産業","男","完全失業者","55～59歳","2023-07",110000,2.8
"全産業","男","完全失業者","55～59歳","2023-08",110000,2.8
"全産業","男","完全失業者","55～59歳","2023-09",110000,2.8
"全産業","男","完全失業者","55～59歳","2023-10",120000,3.1
"全産業","男","完全失業者","55～59歳","2023-11",90000,2.3
"全産業","男","完全失業者","55～59歳","2023-12",80000,2
"全産業","男","完全失業者","55～59歳","2024-01",90000,2.3
"全産業","男","完全失業者","55～59歳","2024-02",100000,2.5
"全産業","男","完全失業者","55～59歳","2024-03",110000,2.8
"全産業","男","完全失業者","55～59歳","2024-04",100000,2.5
"全産業","男","完全失業者","55～59歳","2024-05",110000,2.8
"全産業","男","完全失業者","55～59歳","2024-06",90000,2.3
"全産業","男","完全失業者","55～59歳","2024-07",100000,2.5
"全産業","男","完全失業者","55～59歳","2024-08",90000,2.3
"全産業","男","完全失業者","55～59歳","2024-09",100000,2.5
"全産業","男","完全失業者","55～59歳","2024-10",90000,2.3
"全産業","男","完全失業者","55～59歳","2024-11",80000,2
"全産業","男","完全失業者","55～59歳","2024-12",90000,2.3
"全産業","男","完全失業者","55～59歳","2025-01",90000,2.3
"全産業","男","完全失業者","55～59歳","2025-02",80000,2
"全産業","男","完全失業者","55～59歳","2025-03",90000,2.2
"全産業","男","完全失業者","55～59歳","2025-04",80000,2
"全産業","男","完全失業者","55～59歳","2025-05",100000,2.5
"全産業","男","完全失業者","55～59歳","2025-06",100000,2.5
"全産業","男","完全失業者","55～59歳","2025-07",90000,2.2
"全産業","男","完全失業者","55～59歳","2025-08",80000,2
"全産業","男","完全失業者","60～64歳","1968-01",30000,2.3
"全産業","男","完全失業者","60～64歳","1968-02",20000,1.5
"全産業","男","完全失業者","60～64歳","1968-03",20000,1.5
"全産業","男","完全失業者","60～64歳","1968-04",20000,1.5
"全産業","男","完全失業者","60～64歳","1968-05",20000,1.4
"全産業","男","完全失業者","60～64歳","1968-06",20000,1.5
"全産業","男","完全失業者","60～64歳","1968-07",20000,1.5
"全産業","男","完全失業者","60～64歳","1968-08",20000,1.5
"全産業","男","完全失業者","60～64歳","1968-09",20000,1.4
"全産業","男","完全失業者","60～64歳","1968-10",20000,1.4
"全産業","男","完全失業者","60～64歳","1968-11",10000,0.7
"全産業","男","完全失業者","60～64歳","1968-12",20000,1.5
"全産業","男","完全失業者","60～64歳","1969-01",30000,2.2
"全産業","男","完全失業者","60～64歳","1969-02",20000,1.4
"全産業","男","完全失業者","60～64歳","1969-03",20000,1.5
"全産業","男","完全失業者","60～64歳","1969-04",30000,2.2
"全産業","男","完全失業者","60～64歳","1969-05",30000,2.1
"全産業","男","完全失業者","60～64歳","1969-06",20000,1.4
"全産業","男","完全失業者","60～64歳","1969-07",20000,1.4
"全産業","男","完全失業者","60～64歳","1969-08",20000,1.4
"全産業","男","完全失業者","60～64歳","1969-09",20000,1.4
"全産業","男","完全失業者","60～64歳","1969-10",20000,1.4
"全産業","男","完全失業者","60～64歳","1969-11",10000,0.7
"全産業","男","完全失業者","60～64歳","1969-12",20000,1.4
"全産業","男","完全失業者","60～64歳","1970-01",20000,1.4
"全産業","男","完全失業者","60～64歳","1970-02",20000,1.4
"全産業","男","完全失業者","60～64歳","1970-03",20000,1.4
"全産業","男","完全失業者","60～64歳","1970-04",30000,2
"全産業","男","完全失業者","60～64歳","1970-05",30000,2
"全産業","男","完全失業者","60～64歳","1970-06",30000,2.1
"全産業","男","完全失業者","60～64歳","1970-07",30000,2.1
"全産業","男","完全失業者","60～64歳","1970-08",30000,2
"全産業","男","完全失業者","60～64歳","1970-09",20000,1.4
"全産業","男","完全失業者","60～64歳","1970-10",30000,2.1
"全産業","男","完全失業者","60～64歳","1970-11",30000,2.1
"全産業","男","完全失業者","60～64歳","1970-12",20000,1.5
"全産業","男","完全失業者","60～64歳","1971-01",20000,1.5
"全産業","男","完全失業者","60～64歳","1971-02",30000,2.2
"全産業","男","完全失業者","60～64歳","1971-03",30000,2
"全産業","男","完全失業者","60～64歳","1971-04",30000,1.9
"全産業","男","完全失業者","60～64歳","1971-05",30000,2
"全産業","男","完全失業者","60～64歳","1971-06",20000,1.3
"全産業","男","完全失業者","60～64歳","1971-07",30000,2
"全産業","男","完全失業者","60～64歳","1971-08",30000,1.9
"全産業","男","完全失業者","60～64歳","1971-09",40000,2.6
"全産業","男","完全失業者","60～64歳","1971-10",40000,2.6
"全産業","男","完全失業者","60～64歳","1971-11",40000,2.7
"全産業","男","完全失業者","60～64歳","1971-12",30000,2.1
"全産業","男","完全失業者","60～64歳","1972-01",40000,2.9
"全産業","男","完全失業者","60～64歳","1972-02",40000,2.9
"全産業","男","完全失業者","60～64歳","1972-03",70000,4.8
"全産業","男","完全失業者","60～64歳","1972-04",60000,4
"全産業","男","完全失業者","60～64歳","1972-05",30000,1.9
"全産業","男","完全失業者","60～64歳","1972-06",20000,1.3
"全産業","男","完全失業者","60～64歳","1972-07",20000,1.3
"全産業","男","完全失業者","60～64歳","1972-08",20000,1.4
"全産業","男","完全失業者","60～64歳","1972-09",20000,1.3
"全産業","男","完全失業者","60～64歳","1972-10",30000,2
"全産業","男","完全失業者","60～64歳","1972-11",30000,2
"全産業","男","完全失業者","60～64歳","1972-12",30000,2.1
"全産業","男","完全失業者","60～64歳","1973-01",40000,2.7
"全産業","男","完全失業者","60～64歳","1973-02",50000,3.4
"全産業","男","完全失業者","60～64歳","1973-03",40000,2.7
"全産業","男","完全失業者","60～64歳","1973-04",30000,2
"全産業","男","完全失業者","60～64歳","1973-05",30000,1.9
"全産業","男","完全失業者","60～64歳","1973-06",30000,1.9
"全産業","男","完全失業者","60～64歳","1973-07",30000,2
"全産業","男","完全失業者","60～64歳","1973-08",30000,1.9
"全産業","男","完全失業者","60～64歳","1973-09",20000,1.3
"全産業","男","完全失業者","60～64歳","1973-10",10000,0.6
"全産業","男","完全失業者","60～64歳","1973-11",20000,1.3
"全産業","男","完全失業者","60～64歳","1973-12",30000,2
"全産業","男","完全失業者","60～64歳","1974-01",40000,2.6
"全産業","男","完全失業者","60～64歳","1974-02",40000,2.6
"全産業","男","完全失業者","60～64歳","1974-03",50000,3.2
"全産業","男","完全失業者","60～64歳","1974-04",30000,2
"全産業","男","完全失業者","60～64歳","1974-05",30000,2
"全産業","男","完全失業者","60～64歳","1974-06",30000,2
"全産業","男","完全失業者","60～64歳","1974-07",20000,1.3
"全産業","男","完全失業者","60～64歳","1974-08",20000,1.3
"全産業","男","完全失業者","60～64歳","1974-09",40000,2.5
"全産業","男","完全失業者","60～64歳","1974-10",40000,2.5
"全産業","男","完全失業者","60～64歳","1974-11",40000,2.6
"全産業","男","完全失業者","60～64歳","1974-12",40000,2.6
"全産業","男","完全失業者","60～64歳","1975-01",40000,2.6
"全産業","男","完全失業者","60～64歳","1975-02",50000,3.3
"全産業","男","完全失業者","60～64歳","1975-03",50000,3.2
"全産業","男","完全失業者","60～64歳","1975-04",40000,2.6
"全産業","男","完全失業者","60～64歳","1975-05",50000,3.2
"全産業","男","完全失業者","60～64歳","1975-06",50000,3.2
"全産業","男","完全失業者","60～64歳","1975-07",40000,2.6
"全産業","男","完全失業者","60～64歳","1975-08",40000,2.5
"全産業","男","完全失業者","60～64歳","1975-09",60000,3.9
"全産業","男","完全失業者","60～64歳","1975-10",50000,3.2
"全産業","男","完全失業者","60～64歳","1975-11",60000,3.9
"全産業","男","完全失業者","60～64歳","1975-12",80000,5.2
"全産業","男","完全失業者","60～64歳","1976-01",80000,5.2
"全産業","男","完全失業者","60～64歳","1976-02",80000,5.2
"全産業","男","完全失業者","60～64歳","1976-03",70000,4.5
"全産業","男","完全失業者","60～64歳","1976-04",80000,5.1
"全産業","男","完全失業者","60～64歳","1976-05",80000,5.1
"全産業","男","完全失業者","60～64歳","1976-06",80000,5.1
"全産業","男","完全失業者","60～64歳","1976-07",70000,4.4
"全産業","男","完全失業者","60～64歳","1976-08",60000,3.8
"全産業","男","完全失業者","60～64歳","1976-09",70000,4.4
"全産業","男","完全失業者","60～64歳","1976-10",50000,3.1
"全産業","男","完全失業者","60～64歳","1976-11",50000,3.2
"全産業","男","完全失業者","60～64歳","1976-12",60000,4
"全産業","男","完全失業者","60～64歳","1977-01",90000,6
"全産業","男","完全失業者","60～64歳","1977-02",90000,6
"全産業","男","完全失業者","60～64歳","1977-03",60000,4
"全産業","男","完全失業者","60～64歳","1977-04",70000,4.5
"全産業","男","完全失業者","60～64歳","1977-05",70000,4.6
"全産業","男","完全失業者","60～64歳","1977-06",70000,4.4
"全産業","男","完全失業者","60～64歳","1977-07",80000,5.1
"全産業","男","完全失業者","60～64歳","1977-08",60000,4
"全産業","男","完全失業者","60～64歳","1977-09",60000,4
"全産業","男","完全失業者","60～64歳","1977-10",60000,3.9
"全産業","男","完全失業者","60～64歳","1977-11",60000,3.9
"全産業","男","完全失業者","60～64歳","1977-12",80000,5.4
"全産業","男","完全失業者","60～64歳","1978-01",90000,6.3
"全産業","男","完全失業者","60～64歳","1978-02",100000,6.7
"全産業","男","完全失業者","60～64歳","1978-03",70000,4.6
"全産業","男","完全失業者","60～64歳","1978-04",70000,4.6
"全産業","男","完全失業者","60～64歳","1978-05",100000,6.4
"全産業","男","完全失業者","60～64歳","1978-06",90000,5.7
"全産業","男","完全失業者","60～64歳","1978-07",60000,3.9
"全産業","男","完全失業者","60～64歳","1978-08",60000,3.9
"全産業","男","完全失業者","60～64歳","1978-09",70000,4.6
"全産業","男","完全失業者","60～64歳","1978-10",80000,5.2
"全産業","男","完全失業者","60～64歳","1978-11",80000,5.2
"全産業","男","完全失業者","60～64歳","1978-12",90000,6
"全産業","男","完全失業者","60～64歳","1979-01",90000,6.2
"全産業","男","完全失業者","60～64歳","1979-02",80000,5.6
"全産業","男","完全失業者","60～64歳","1979-03",80000,5.3
"全産業","男","完全失業者","60～64歳","1979-04",90000,6
"全産業","男","完全失業者","60～64歳","1979-05",80000,5.3
"全産業","男","完全失業者","60～64歳","1979-06",80000,5.3
"全産業","男","完全失業者","60～64歳","1979-07",80000,5.3
"全産業","男","完全失業者","60～64歳","1979-08",50000,3.4
"全産業","男","完全失業者","60～64歳","1979-09",60000,4.1
"全産業","男","完全失業者","60～64歳","1979-10",80000,5.4
"全産業","男","完全失業者","60～64歳","1979-11",70000,4.7
"全産業","男","完全失業者","60～64歳","1979-12",90000,6.1
"全産業","男","完全失業者","60～64歳","1980-01",90000,6.1
"全産業","男","完全失業者","60～64歳","1980-02",80000,5.4
"全産業","男","完全失業者","60～64歳","1980-03",90000,5.9
"全産業","男","完全失業者","60～64歳","1980-04",70000,4.5
"全産業","男","完全失業者","60～64歳","1980-05",60000,3.9
"全産業","男","完全失業者","60～64歳","1980-06",70000,4.6
"全産業","男","完全失業者","60～64歳","1980-07",80000,5.3
"全産業","男","完全失業者","60～64歳","1980-08",70000,4.6
"全産業","男","完全失業者","60～64歳","1980-09",60000,3.9
"全産業","男","完全失業者","60～64歳","1980-10",50000,3.3
"全産業","男","完全失業者","60～64歳","1980-11",70000,4.7
"全産業","男","完全失業者","60～64歳","1980-12",80000,5.4
"全産業","男","完全失業者","60～64歳","1981-01",100000,6.8
"全産業","男","完全失業者","60～64歳","1981-02",90000,6
"全産業","男","完全失業者","60～64歳","1981-03",90000,5.8
"全産業","男","完全失業者","60～64歳","1981-04",100000,6.4
"全産業","男","完全失業者","60～64歳","1981-05",80000,5.3
"全産業","男","完全失業者","60～64歳","1981-06",60000,4
"全産業","男","完全失業者","60～64歳","1981-07",60000,4
"全産業","男","完全失業者","60～64歳","1981-08",70000,4.6
"全産業","男","完全失業者","60～64歳","1981-09",80000,5.3
"全産業","男","完全失業者","60～64歳","1981-10",70000,4.7
"全産業","男","完全失業者","60～64歳","1981-11",70000,4.8
"全産業","男","完全失業者","60～64歳","1981-12",80000,5.5
"全産業","男","完全失業者","60～64歳","1982-01",80000,5.5
"全産業","男","完全失業者","60～64歳","1982-02",70000,4.8
"全産業","男","完全失業者","60～64歳","1982-03",70000,4.6
"全産業","男","完全失業者","60～64歳","1982-04",80000,5.3
"全産業","男","完全失業者","60～64歳","1982-05",90000,5.9
"全産業","男","完全失業者","60～64歳","1982-06",100000,6.4
"全産業","男","完全失業者","60～64歳","1982-07",80000,5.1
"全産業","男","完全失業者","60～64歳","1982-08",80000,5.2
"全産業","男","完全失業者","60～64歳","1982-09",80000,5.3
"全産業","男","完全失業者","60～64歳","1982-10",80000,5.3
"全産業","男","完全失業者","60～64歳","1982-11",100000,6.6
"全産業","男","完全失業者","60～64歳","1982-12",100000,6.7
"全産業","男","完全失業者","60～64歳","1983-01",110000,7.3
"全産業","男","完全失業者","60～64歳","1983-02",110000,7.3
"全産業","男","完全失業者","60～64歳","1983-03",100000,6.7
"全産業","男","完全失業者","60～64歳","1983-04",100000,6.6
"全産業","男","完全失業者","60～64歳","1983-05",90000,5.7
"全産業","男","完全失業者","60～64歳","1983-06",80000,5.1
"全産業","男","完全失業者","60～64歳","1983-07",90000,5.7
"全産業","男","完全失業者","60～64歳","1983-08",100000,6.4
"全産業","男","完全失業者","60～64歳","1983-09",100000,6.3
"全産業","男","完全失業者","60～64歳","1983-10",110000,6.9
"全産業","男","完全失業者","60～64歳","1983-11",110000,6.9
"全産業","男","完全失業者","60～64歳","1983-12",100000,6.5
"全産業","男","完全失業者","60～64歳","1984-01",120000,7.7
"全産業","男","完全失業者","60～64歳","1984-02",120000,7.5
"全産業","男","完全失業者","60～64歳","1984-03",110000,6.8
"全産業","男","完全失業者","60～64歳","1984-04",110000,6.7
"全産業","男","完全失業者","60～64歳","1984-05",110000,6.7
"全産業","男","完全失業者","60～64歳","1984-06",120000,7.4
"全産業","男","完全失業者","60～64歳","1984-07",110000,6.7
"全産業","男","完全失業者","60～64歳","1984-08",100000,6.1
"全産業","男","完全失業者","60～64歳","1984-09",110000,6.7
"全産業","男","完全失業者","60～64歳","1984-10",120000,7.3
"全産業","男","完全失業者","60～64歳","1984-11",120000,7.2
"全産業","男","完全失業者","60～64歳","1984-12",110000,6.8
"全産業","男","完全失業者","60～64歳","1985-01",100000,6.2
"全産業","男","完全失業者","60～64歳","1985-02",120000,7.2
"全産業","男","完全失業者","60～64歳","1985-03",110000,6.5
"全産業","男","完全失業者","60～64歳","1985-04",120000,6.9
"全産業","男","完全失業者","60～64歳","1985-05",100000,5.8
"全産業","男","完全失業者","60～64歳","1985-06",110000,6.5
"全産業","男","完全失業者","60～64歳","1985-07",120000,7.1
"全産業","男","完全失業者","60～64歳","1985-08",110000,6.4
"全産業","男","完全失業者","60～64歳","1985-09",120000,6.9
"全産業","男","完全失業者","60～64歳","1985-10",120000,6.9
"全産業","男","完全失業者","60～64歳","1985-11",130000,7.4
"全産業","男","完全失業者","60～64歳","1985-12",140000,8
"全産業","男","完全失業者","60～64歳","1986-01",140000,8
"全産業","男","完全失業者","60～64歳","1986-02",130000,7.4
"全産業","男","完全失業者","60～64歳","1986-03",130000,7.3
"全産業","男","完全失業者","60～64歳","1986-04",140000,7.6
"全産業","男","完全失業者","60～64歳","1986-05",110000,5.9
"全産業","男","完全失業者","60～64歳","1986-06",120000,6.6
"全産業","男","完全失業者","60～64歳","1986-07",130000,7
"全産業","男","完全失業者","60～64歳","1986-08",120000,6.2
"全産業","男","完全失業者","60～64歳","1986-09",140000,7.4
"全産業","男","完全失業者","60～64歳","1986-10",150000,7.9
"全産業","男","完全失業者","60～64歳","1986-11",150000,7.8
"全産業","男","完全失業者","60～64歳","1986-12",140000,7.3
"全産業","男","完全失業者","60～64歳","1987-01",130000,6.9
"全産業","男","完全失業者","60～64歳","1987-02",170000,9.1
"全産業","男","完全失業者","60～64歳","1987-03",160000,8.2
"全産業","男","完全失業者","60～64歳","1987-04",140000,7.1
"全産業","男","完全失業者","60～64歳","1987-05",130000,6.4
"全産業","男","完全失業者","60～64歳","1987-06",140000,6.9
"全産業","男","完全失業者","60～64歳","1987-07",140000,7.1
"全産業","男","完全失業者","60～64歳","1987-08",170000,8.4
"全産業","男","完全失業者","60～64歳","1987-09",170000,8.3
